user_activity,user_category_pref,product_id,product_activity,product_category,product_price,product_views,product_purchases,product_rating,same_activity,same_category,score
cycling,Accessories,6,cycling,Safety,49.99,280,70,4.7,1,0,0.7196
skating,Safety,1,running,Footwear,99.99,320,85,4.5,0,0,0.3349
running,Footwear,15,skating,Accessories,34.99,140,38,3.9,0,0,0.1888
skating,Clothing,3,running,Clothing,9.99,180,95,4.0,0,1,0.5349
running,Safety,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.1896
running,Footwear,15,skating,Accessories,34.99,140,38,3.9,0,0,0.1855
running,Safety,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.2285
skating,Accessories,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.3845
running,Accessories,4,running,Accessories,15.99,150,40,3.8,1,1,0.7574
running,Accessories,4,running,Accessories,15.99,150,40,3.8,1,1,0.8862
running,Clothing,12,skating,Safety,44.99,155,40,4.5,0,0,0.2628
cycling,Clothing,7,cycling,Clothing,24.99,200,55,4.3,1,1,0.8675
running,Footwear,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.3174
skating,Safety,1,running,Footwear,99.99,320,85,4.5,0,0,0.3106
cycling,Clothing,4,running,Accessories,15.99,150,40,3.8,0,0,0.2325
skating,Safety,3,running,Clothing,9.99,180,95,4.0,0,0,0.3303
cycling,Accessories,3,running,Clothing,9.99,180,95,4.0,0,0,0.3942
cycling,Clothing,11,skating,Safety,29.99,170,45,4.2,0,0,0.2808
cycling,Accessories,4,running,Accessories,15.99,150,40,3.8,0,1,0.3817
cycling,Clothing,1,running,Footwear,99.99,320,85,4.5,0,0,0.226
skating,Footwear,5,running,Accessories,19.99,130,35,3.9,0,0,0.1909
running,Footwear,14,skating,Clothing,11.99,120,35,3.7,0,0,0.16
cycling,Safety,7,cycling,Clothing,24.99,200,55,4.3,1,0,0.6503
running,Accessories,4,running,Accessories,15.99,150,40,3.8,1,1,0.8749
cycling,Clothing,13,skating,Footwear,89.99,200,55,4.3,0,0,0.1981
skating,Clothing,10,cycling,Clothing,39.99,190,50,4.1,0,1,0.4289
skating,Clothing,2,running,Clothing,29.99,210,60,4.2,0,1,0.4629
cycling,Safety,14,skating,Clothing,11.99,120,35,3.7,0,0,0.2424
running,Safety,14,skating,Clothing,11.99,120,35,3.7,0,0,0.0877
cycling,Accessories,1,running,Footwear,99.99,320,85,4.5,0,0,0.2617
skating,Safety,12,skating,Safety,44.99,155,40,4.5,1,1,0.8236
running,Clothing,6,cycling,Safety,49.99,280,70,4.7,0,0,0.347
cycling,Clothing,15,skating,Accessories,34.99,140,38,3.9,0,0,0.1759
skating,Clothing,15,skating,Accessories,34.99,140,38,3.9,1,0,0.5067
skating,Footwear,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.2845
running,Footwear,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.1977
skating,Footwear,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.194
skating,Safety,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.1983
skating,Footwear,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2203
cycling,Clothing,2,running,Clothing,29.99,210,60,4.2,0,1,0.4298
skating,Footwear,12,skating,Safety,44.99,155,40,4.5,1,0,0.5027
skating,Safety,4,running,Accessories,15.99,150,40,3.8,0,0,0.2579
running,Accessories,5,running,Accessories,19.99,130,35,3.9,1,1,0.8647
running,Footwear,1,running,Footwear,99.99,320,85,4.5,1,1,0.9246
cycling,Accessories,3,running,Clothing,9.99,180,95,4.0,0,0,0.2761
skating,Safety,14,skating,Clothing,11.99,120,35,3.7,1,0,0.5899
skating,Footwear,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2292
cycling,Clothing,14,skating,Clothing,11.99,120,35,3.7,0,1,0.4299
skating,Safety,3,running,Clothing,9.99,180,95,4.0,0,0,0.3664
cycling,Safety,12,skating,Safety,44.99,155,40,4.5,0,1,0.3763
skating,Footwear,14,skating,Clothing,11.99,120,35,3.7,1,0,0.6041
skating,Footwear,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.2764
skating,Accessories,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.3348
running,Accessories,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.2887
cycling,Clothing,13,skating,Footwear,89.99,200,55,4.3,0,0,0.2605
skating,Footwear,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.2352
cycling,Footwear,9,cycling,Clothing,59.99,240,65,4.4,1,0,0.7325
skating,Accessories,15,skating,Accessories,34.99,140,38,3.9,1,1,0.821
running,Footwear,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.2105
cycling,Safety,10,cycling,Clothing,39.99,190,50,4.1,1,0,0.7012
running,Accessories,6,cycling,Safety,49.99,280,70,4.7,0,0,0.3219
running,Footwear,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.2399
skating,Clothing,3,running,Clothing,9.99,180,95,4.0,0,1,0.509
cycling,Clothing,9,cycling,Clothing,59.99,240,65,4.4,1,1,0.8768
running,Safety,12,skating,Safety,44.99,155,40,4.5,0,1,0.4362
skating,Clothing,13,skating,Footwear,89.99,200,55,4.3,1,0,0.6309
skating,Clothing,6,cycling,Safety,49.99,280,70,4.7,0,0,0.3026
cycling,Accessories,9,cycling,Clothing,59.99,240,65,4.4,1,0,0.747
skating,Safety,5,running,Accessories,19.99,130,35,3.9,0,0,0.2546
running,Footwear,6,cycling,Safety,49.99,280,70,4.7,0,0,0.2965
cycling,Safety,8,cycling,Accessories,12.99,160,45,4.0,1,0,0.6766
skating,Footwear,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.1779
skating,Accessories,8,cycling,Accessories,12.99,160,45,4.0,0,1,0.4494
skating,Accessories,13,skating,Footwear,89.99,200,55,4.3,1,0,0.7115
skating,Footwear,4,running,Accessories,15.99,150,40,3.8,0,0,0.2021
cycling,Footwear,2,running,Clothing,29.99,210,60,4.2,0,0,0.2176
cycling,Clothing,5,running,Accessories,19.99,130,35,3.9,0,0,0.1684
running,Footwear,3,running,Clothing,9.99,180,95,4.0,1,0,0.6785
cycling,Footwear,12,skating,Safety,44.99,155,40,4.5,0,0,0.1738
running,Safety,3,running,Clothing,9.99,180,95,4.0,1,0,0.7145
running,Footwear,5,running,Accessories,19.99,130,35,3.9,1,0,0.5307
cycling,Clothing,8,cycling,Accessories,12.99,160,45,4.0,1,0,0.6303
cycling,Safety,8,cycling,Accessories,12.99,160,45,4.0,1,0,0.6746
skating,Footwear,5,running,Accessories,19.99,130,35,3.9,0,0,0.1556
running,Footwear,1,running,Footwear,99.99,320,85,4.5,1,1,0.968
running,Accessories,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.279
skating,Accessories,11,skating,Safety,29.99,170,45,4.2,1,0,0.6775
skating,Accessories,8,cycling,Accessories,12.99,160,45,4.0,0,1,0.3966
skating,Safety,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2722
cycling,Clothing,15,skating,Accessories,34.99,140,38,3.9,0,0,0.1459
cycling,Clothing,13,skating,Footwear,89.99,200,55,4.3,0,0,0.2655
cycling,Clothing,8,cycling,Accessories,12.99,160,45,4.0,1,0,0.6381
cycling,Accessories,13,skating,Footwear,89.99,200,55,4.3,0,0,0.2487
running,Clothing,6,cycling,Safety,49.99,280,70,4.7,0,0,0.2282
cycling,Safety,3,running,Clothing,9.99,180,95,4.0,0,0,0.2883
skating,Clothing,12,skating,Safety,44.99,155,40,4.5,1,0,0.6429
skating,Accessories,3,running,Clothing,9.99,180,95,4.0,0,0,0.2856
running,Clothing,3,running,Clothing,9.99,180,95,4.0,1,1,0.9562
running,Footwear,1,running,Footwear,99.99,320,85,4.5,1,1,0.8236
cycling,Clothing,8,cycling,Accessories,12.99,160,45,4.0,1,0,0.6719
cycling,Accessories,3,running,Clothing,9.99,180,95,4.0,0,0,0.2714
running,Footwear,11,skating,Safety,29.99,170,45,4.2,0,0,0.2536
cycling,Accessories,3,running,Clothing,9.99,180,95,4.0,0,0,0.3643
cycling,Safety,9,cycling,Clothing,59.99,240,65,4.4,1,0,0.6272
running,Accessories,2,running,Clothing,29.99,210,60,4.2,1,0,0.6891
running,Safety,15,skating,Accessories,34.99,140,38,3.9,0,0,0.2135
cycling,Clothing,8,cycling,Accessories,12.99,160,45,4.0,1,0,0.6026
cycling,Clothing,1,running,Footwear,99.99,320,85,4.5,0,0,0.2416
skating,Accessories,11,skating,Safety,29.99,170,45,4.2,1,0,0.5279
skating,Accessories,8,cycling,Accessories,12.99,160,45,4.0,0,1,0.447
cycling,Clothing,13,skating,Footwear,89.99,200,55,4.3,0,0,0.1428
skating,Safety,6,cycling,Safety,49.99,280,70,4.7,0,1,0.4918
skating,Footwear,12,skating,Safety,44.99,155,40,4.5,1,0,0.5998
cycling,Footwear,3,running,Clothing,9.99,180,95,4.0,0,0,0.367
skating,Footwear,5,running,Accessories,19.99,130,35,3.9,0,0,0.1859
running,Safety,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.2145
running,Safety,6,cycling,Safety,49.99,280,70,4.7,0,1,0.5236
running,Accessories,1,running,Footwear,99.99,320,85,4.5,1,0,0.7088
skating,Clothing,10,cycling,Clothing,39.99,190,50,4.1,0,1,0.4468
skating,Clothing,13,skating,Footwear,89.99,200,55,4.3,1,0,0.6445
cycling,Clothing,1,running,Footwear,99.99,320,85,4.5,0,0,0.2152
running,Safety,11,skating,Safety,29.99,170,45,4.2,0,1,0.4638
skating,Footwear,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.2926
cycling,Clothing,8,cycling,Accessories,12.99,160,45,4.0,1,0,0.5787
cycling,Footwear,15,skating,Accessories,34.99,140,38,3.9,0,0,0.1883
skating,Accessories,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.2515
running,Safety,6,cycling,Safety,49.99,280,70,4.7,0,1,0.4803
cycling,Accessories,1,running,Footwear,99.99,320,85,4.5,0,0,0.3087
cycling,Accessories,6,cycling,Safety,49.99,280,70,4.7,1,0,0.7586
cycling,Safety,14,skating,Clothing,11.99,120,35,3.7,0,0,0.2541
skating,Footwear,4,running,Accessories,15.99,150,40,3.8,0,0,0.1474
skating,Safety,12,skating,Safety,44.99,155,40,4.5,1,1,0.8441
cycling,Safety,5,running,Accessories,19.99,130,35,3.9,0,0,0.2675
running,Safety,12,skating,Safety,44.99,155,40,4.5,0,1,0.4323
cycling,Clothing,14,skating,Clothing,11.99,120,35,3.7,0,1,0.4546
skating,Footwear,3,running,Clothing,9.99,180,95,4.0,0,0,0.4336
running,Accessories,8,cycling,Accessories,12.99,160,45,4.0,0,1,0.4807
skating,Accessories,2,running,Clothing,29.99,210,60,4.2,0,0,0.2725
skating,Safety,2,running,Clothing,29.99,210,60,4.2,0,0,0.3123
running,Safety,11,skating,Safety,29.99,170,45,4.2,0,1,0.4332
cycling,Safety,3,running,Clothing,9.99,180,95,4.0,0,0,0.3342
skating,Safety,12,skating,Safety,44.99,155,40,4.5,1,1,0.7954
skating,Clothing,4,running,Accessories,15.99,150,40,3.8,0,0,0.2912
running,Safety,5,running,Accessories,19.99,130,35,3.9,1,0,0.5601
skating,Safety,1,running,Footwear,99.99,320,85,4.5,0,0,0.3686
cycling,Accessories,8,cycling,Accessories,12.99,160,45,4.0,1,1,0.8545
skating,Safety,4,running,Accessories,15.99,150,40,3.8,0,0,0.143
running,Footwear,3,running,Clothing,9.99,180,95,4.0,1,0,0.7514
cycling,Accessories,11,skating,Safety,29.99,170,45,4.2,0,0,0.121
skating,Safety,2,running,Clothing,29.99,210,60,4.2,0,0,0.2913
skating,Accessories,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.2978
running,Safety,15,skating,Accessories,34.99,140,38,3.9,0,0,0.1709
skating,Clothing,1,running,Footwear,99.99,320,85,4.5,0,0,0.2982
running,Accessories,8,cycling,Accessories,12.99,160,45,4.0,0,1,0.5272
running,Accessories,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.2057
cycling,Safety,14,skating,Clothing,11.99,120,35,3.7,0,0,0.1471
cycling,Safety,12,skating,Safety,44.99,155,40,4.5,0,1,0.4871
running,Accessories,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.3601
skating,Footwear,14,skating,Clothing,11.99,120,35,3.7,1,0,0.6002
cycling,Clothing,10,cycling,Clothing,39.99,190,50,4.1,1,1,0.8816
running,Clothing,6,cycling,Safety,49.99,280,70,4.7,0,0,0.3541
cycling,Clothing,6,cycling,Safety,49.99,280,70,4.7,1,0,0.6499
running,Footwear,5,running,Accessories,19.99,130,35,3.9,1,0,0.5767
cycling,Safety,11,skating,Safety,29.99,170,45,4.2,0,1,0.4875
cycling,Footwear,5,running,Accessories,19.99,130,35,3.9,0,0,0.2853
cycling,Footwear,9,cycling,Clothing,59.99,240,65,4.4,1,0,0.6901
running,Clothing,13,skating,Footwear,89.99,200,55,4.3,0,0,0.177
running,Clothing,9,cycling,Clothing,59.99,240,65,4.4,0,1,0.5614
cycling,Accessories,14,skating,Clothing,11.99,120,35,3.7,0,0,0.1735
skating,Accessories,5,running,Accessories,19.99,130,35,3.9,0,1,0.3842
skating,Accessories,2,running,Clothing,29.99,210,60,4.2,0,0,0.2771
skating,Accessories,14,skating,Clothing,11.99,120,35,3.7,1,0,0.6777
running,Footwear,3,running,Clothing,9.99,180,95,4.0,1,0,0.7757
skating,Accessories,6,cycling,Safety,49.99,280,70,4.7,0,0,0.3077
cycling,Safety,6,cycling,Safety,49.99,280,70,4.7,1,1,0.9102
running,Footwear,4,running,Accessories,15.99,150,40,3.8,1,0,0.6152
running,Clothing,14,skating,Clothing,11.99,120,35,3.7,0,1,0.4279
running,Footwear,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.127
cycling,Footwear,2,running,Clothing,29.99,210,60,4.2,0,0,0.2452
running,Footwear,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2416
cycling,Accessories,12,skating,Safety,44.99,155,40,4.5,0,0,0.1555
cycling,Clothing,14,skating,Clothing,11.99,120,35,3.7,0,1,0.4193
cycling,Accessories,3,running,Clothing,9.99,180,95,4.0,0,0,0.3228
skating,Accessories,1,running,Footwear,99.99,320,85,4.5,0,0,0.3798
skating,Footwear,4,running,Accessories,15.99,150,40,3.8,0,0,0.2917
running,Clothing,12,skating,Safety,44.99,155,40,4.5,0,0,0.1897
running,Accessories,3,running,Clothing,9.99,180,95,4.0,1,0,0.7255
running,Clothing,2,running,Clothing,29.99,210,60,4.2,1,1,0.8563
cycling,Footwear,2,running,Clothing,29.99,210,60,4.2,0,0,0.2374
running,Safety,13,skating,Footwear,89.99,200,55,4.3,0,0,0.2308
cycling,Footwear,4,running,Accessories,15.99,150,40,3.8,0,0,0.1751
running,Footwear,13,skating,Footwear,89.99,200,55,4.3,0,1,0.3645
skating,Footwear,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2606
running,Accessories,1,running,Footwear,99.99,320,85,4.5,1,0,0.7235
running,Accessories,11,skating,Safety,29.99,170,45,4.2,0,0,0.1858
running,Footwear,13,skating,Footwear,89.99,200,55,4.3,0,1,0.4658
running,Clothing,10,cycling,Clothing,39.99,190,50,4.1,0,1,0.3994
running,Clothing,11,skating,Safety,29.99,170,45,4.2,0,0,0.2387
cycling,Footwear,2,running,Clothing,29.99,210,60,4.2,0,0,0.301
running,Accessories,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.2293
cycling,Accessories,3,running,Clothing,9.99,180,95,4.0,0,0,0.3557
skating,Clothing,9,cycling,Clothing,59.99,240,65,4.4,0,1,0.4362
skating,Footwear,2,running,Clothing,29.99,210,60,4.2,0,0,0.2502
skating,Footwear,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.2517
running,Clothing,5,running,Accessories,19.99,130,35,3.9,1,0,0.5637
running,Footwear,12,skating,Safety,44.99,155,40,4.5,0,0,0.2042
running,Clothing,15,skating,Accessories,34.99,140,38,3.9,0,0,0.1231
skating,Safety,6,cycling,Safety,49.99,280,70,4.7,0,1,0.4624
skating,Clothing,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2153
skating,Footwear,3,running,Clothing,9.99,180,95,4.0,0,0,0.3202
cycling,Safety,7,cycling,Clothing,24.99,200,55,4.3,1,0,0.6414
running,Clothing,7,cycling,Clothing,24.99,200,55,4.3,0,1,0.4504
running,Accessories,2,running,Clothing,29.99,210,60,4.2,1,0,0.684
cycling,Footwear,9,cycling,Clothing,59.99,240,65,4.4,1,0,0.7057
running,Safety,13,skating,Footwear,89.99,200,55,4.3,0,0,0.1885
cycling,Accessories,9,cycling,Clothing,59.99,240,65,4.4,1,0,0.6018
skating,Footwear,2,running,Clothing,29.99,210,60,4.2,0,0,0.2079
cycling,Safety,2,running,Clothing,29.99,210,60,4.2,0,0,0.2356
cycling,Accessories,8,cycling,Accessories,12.99,160,45,4.0,1,1,0.8119
skating,Accessories,11,skating,Safety,29.99,170,45,4.2,1,0,0.5875
cycling,Clothing,9,cycling,Clothing,59.99,240,65,4.4,1,1,0.7972
cycling,Accessories,14,skating,Clothing,11.99,120,35,3.7,0,0,0.1772
cycling,Clothing,14,skating,Clothing,11.99,120,35,3.7,0,1,0.4091
running,Safety,11,skating,Safety,29.99,170,45,4.2,0,1,0.4558
cycling,Clothing,1,running,Footwear,99.99,320,85,4.5,0,0,0.2641
skating,Safety,11,skating,Safety,29.99,170,45,4.2,1,1,0.8054
running,Safety,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.1832
skating,Footwear,2,running,Clothing,29.99,210,60,4.2,0,0,0.2584
running,Safety,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.2111
skating,Footwear,12,skating,Safety,44.99,155,40,4.5,1,0,0.6417
running,Footwear,6,cycling,Safety,49.99,280,70,4.7,0,0,0.1977
running,Accessories,4,running,Accessories,15.99,150,40,3.8,1,1,0.795
skating,Safety,2,running,Clothing,29.99,210,60,4.2,0,0,0.2751
running,Safety,12,skating,Safety,44.99,155,40,4.5,0,1,0.4222
cycling,Accessories,13,skating,Footwear,89.99,200,55,4.3,0,0,0.3557
skating,Accessories,13,skating,Footwear,89.99,200,55,4.3,1,0,0.6385
skating,Safety,6,cycling,Safety,49.99,280,70,4.7,0,1,0.4368
cycling,Safety,8,cycling,Accessories,12.99,160,45,4.0,1,0,0.6247
skating,Accessories,3,running,Clothing,9.99,180,95,4.0,0,0,0.2442
cycling,Footwear,2,running,Clothing,29.99,210,60,4.2,0,0,0.256
cycling,Safety,8,cycling,Accessories,12.99,160,45,4.0,1,0,0.5879
running,Clothing,1,running,Footwear,99.99,320,85,4.5,1,0,0.7378
running,Footwear,14,skating,Clothing,11.99,120,35,3.7,0,0,0.1725
running,Safety,11,skating,Safety,29.99,170,45,4.2,0,1,0.4202
running,Clothing,7,cycling,Clothing,24.99,200,55,4.3,0,1,0.4217
skating,Accessories,3,running,Clothing,9.99,180,95,4.0,0,0,0.4199
cycling,Footwear,13,skating,Footwear,89.99,200,55,4.3,0,1,0.4049
running,Safety,13,skating,Footwear,89.99,200,55,4.3,0,0,0.3126
cycling,Clothing,5,running,Accessories,19.99,130,35,3.9,0,0,0.2417
skating,Safety,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2536
skating,Accessories,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.2804
cycling,Footwear,13,skating,Footwear,89.99,200,55,4.3,0,1,0.4407
running,Safety,15,skating,Accessories,34.99,140,38,3.9,0,0,0.1041
running,Safety,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2156
cycling,Safety,8,cycling,Accessories,12.99,160,45,4.0,1,0,0.6718
cycling,Footwear,1,running,Footwear,99.99,320,85,4.5,0,1,0.4896
running,Accessories,15,skating,Accessories,34.99,140,38,3.9,0,1,0.3302
skating,Clothing,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2269
cycling,Clothing,5,running,Accessories,19.99,130,35,3.9,0,0,0.2862
skating,Safety,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2918
running,Safety,11,skating,Safety,29.99,170,45,4.2,0,1,0.4229
skating,Safety,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2771
skating,Clothing,9,cycling,Clothing,59.99,240,65,4.4,0,1,0.4437
running,Safety,5,running,Accessories,19.99,130,35,3.9,1,0,0.5158
cycling,Safety,10,cycling,Clothing,39.99,190,50,4.1,1,0,0.5848
skating,Accessories,13,skating,Footwear,89.99,200,55,4.3,1,0,0.6991
cycling,Accessories,1,running,Footwear,99.99,320,85,4.5,0,0,0.2783
running,Footwear,3,running,Clothing,9.99,180,95,4.0,1,0,0.7208
cycling,Accessories,13,skating,Footwear,89.99,200,55,4.3,0,0,0.206
skating,Footwear,13,skating,Footwear,89.99,200,55,4.3,1,1,0.9162
skating,Accessories,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.3348
running,Safety,6,cycling,Safety,49.99,280,70,4.7,0,1,0.5979
cycling,Safety,6,cycling,Safety,49.99,280,70,4.7,1,1,0.8791
running,Clothing,4,running,Accessories,15.99,150,40,3.8,1,0,0.6278
running,Accessories,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.1552
running,Footwear,14,skating,Clothing,11.99,120,35,3.7,0,0,0.2739
cycling,Footwear,6,cycling,Safety,49.99,280,70,4.7,1,0,0.6286
running,Footwear,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.2728
cycling,Footwear,8,cycling,Accessories,12.99,160,45,4.0,1,0,0.5746
skating,Safety,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.2016
skating,Safety,5,running,Accessories,19.99,130,35,3.9,0,0,0.1591
running,Safety,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.2006
running,Accessories,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.2265
skating,Safety,6,cycling,Safety,49.99,280,70,4.7,0,1,0.4596
skating,Footwear,13,skating,Footwear,89.99,200,55,4.3,1,1,0.8627
cycling,Footwear,12,skating,Safety,44.99,155,40,4.5,0,0,0.1578
skating,Clothing,6,cycling,Safety,49.99,280,70,4.7,0,0,0.298
cycling,Accessories,3,running,Clothing,9.99,180,95,4.0,0,0,0.3939
skating,Accessories,6,cycling,Safety,49.99,280,70,4.7,0,0,0.2613
cycling,Clothing,8,cycling,Accessories,12.99,160,45,4.0,1,0,0.5936
skating,Footwear,14,skating,Clothing,11.99,120,35,3.7,1,0,0.5885
skating,Clothing,5,running,Accessories,19.99,130,35,3.9,0,0,0.26
cycling,Footwear,5,running,Accessories,19.99,130,35,3.9,0,0,0.2107
skating,Safety,13,skating,Footwear,89.99,200,55,4.3,1,0,0.5944
running,Footwear,12,skating,Safety,44.99,155,40,4.5,0,0,0.2372
skating,Footwear,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.1759
cycling,Accessories,2,running,Clothing,29.99,210,60,4.2,0,0,0.2941
skating,Safety,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.2739
running,Accessories,13,skating,Footwear,89.99,200,55,4.3,0,0,0.2056
running,Accessories,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.2201
cycling,Safety,11,skating,Safety,29.99,170,45,4.2,0,1,0.3817
skating,Accessories,4,running,Accessories,15.99,150,40,3.8,0,1,0.4397
cycling,Safety,5,running,Accessories,19.99,130,35,3.9,0,0,0.2625
skating,Safety,11,skating,Safety,29.99,170,45,4.2,1,1,0.7941
skating,Clothing,15,skating,Accessories,34.99,140,38,3.9,1,0,0.6234
running,Clothing,10,cycling,Clothing,39.99,190,50,4.1,0,1,0.3267
cycling,Clothing,11,skating,Safety,29.99,170,45,4.2,0,0,0.1968
skating,Safety,5,running,Accessories,19.99,130,35,3.9,0,0,0.1995
skating,Safety,15,skating,Accessories,34.99,140,38,3.9,1,0,0.555
skating,Footwear,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.2152
running,Accessories,8,cycling,Accessories,12.99,160,45,4.0,0,1,0.3961
running,Clothing,3,running,Clothing,9.99,180,95,4.0,1,1,0.9476
skating,Accessories,14,skating,Clothing,11.99,120,35,3.7,1,0,0.5906
cycling,Safety,6,cycling,Safety,49.99,280,70,4.7,1,1,0.7751
running,Clothing,14,skating,Clothing,11.99,120,35,3.7,0,1,0.294
cycling,Accessories,14,skating,Clothing,11.99,120,35,3.7,0,0,0.1697
cycling,Clothing,5,running,Accessories,19.99,130,35,3.9,0,0,0.2239
skating,Clothing,7,cycling,Clothing,24.99,200,55,4.3,0,1,0.3161
running,Footwear,3,running,Clothing,9.99,180,95,4.0,1,0,0.708
running,Footwear,4,running,Accessories,15.99,150,40,3.8,1,0,0.5867
cycling,Safety,8,cycling,Accessories,12.99,160,45,4.0,1,0,0.6989
skating,Safety,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.2343
skating,Footwear,4,running,Accessories,15.99,150,40,3.8,0,0,0.2322
running,Accessories,3,running,Clothing,9.99,180,95,4.0,1,0,0.7401
running,Accessories,13,skating,Footwear,89.99,200,55,4.3,0,0,0.1145
cycling,Clothing,11,skating,Safety,29.99,170,45,4.2,0,0,0.2644
running,Safety,13,skating,Footwear,89.99,200,55,4.3,0,0,0.2318
running,Footwear,14,skating,Clothing,11.99,120,35,3.7,0,0,0.2254
running,Accessories,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.4273
cycling,Footwear,15,skating,Accessories,34.99,140,38,3.9,0,0,0.0963
cycling,Accessories,11,skating,Safety,29.99,170,45,4.2,0,0,0.3122
skating,Footwear,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.2391
skating,Clothing,4,running,Accessories,15.99,150,40,3.8,0,0,0.2274
running,Footwear,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.2597
skating,Accessories,8,cycling,Accessories,12.99,160,45,4.0,0,1,0.4083
running,Clothing,10,cycling,Clothing,39.99,190,50,4.1,0,1,0.4025
running,Accessories,6,cycling,Safety,49.99,280,70,4.7,0,0,0.3035
skating,Safety,13,skating,Footwear,89.99,200,55,4.3,1,0,0.5451
skating,Clothing,15,skating,Accessories,34.99,140,38,3.9,1,0,0.638
cycling,Clothing,3,running,Clothing,9.99,180,95,4.0,0,1,0.5122
running,Clothing,4,running,Accessories,15.99,150,40,3.8,1,0,0.5565
cycling,Safety,7,cycling,Clothing,24.99,200,55,4.3,1,0,0.631
cycling,Footwear,8,cycling,Accessories,12.99,160,45,4.0,1,0,0.6924
skating,Accessories,12,skating,Safety,44.99,155,40,4.5,1,0,0.5862
running,Accessories,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.2799
cycling,Safety,11,skating,Safety,29.99,170,45,4.2,0,1,0.3895
running,Accessories,15,skating,Accessories,34.99,140,38,3.9,0,1,0.4384
running,Accessories,8,cycling,Accessories,12.99,160,45,4.0,0,1,0.4638
skating,Accessories,14,skating,Clothing,11.99,120,35,3.7,1,0,0.6924
cycling,Footwear,11,skating,Safety,29.99,170,45,4.2,0,0,0.2172
skating,Footwear,14,skating,Clothing,11.99,120,35,3.7,1,0,0.6334
skating,Footwear,12,skating,Safety,44.99,155,40,4.5,1,0,0.6179
skating,Clothing,5,running,Accessories,19.99,130,35,3.9,0,0,0.2658
skating,Safety,5,running,Accessories,19.99,130,35,3.9,0,0,0.1651
skating,Accessories,15,skating,Accessories,34.99,140,38,3.9,1,1,0.8378
skating,Footwear,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.2523
running,Safety,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.2503
running,Safety,15,skating,Accessories,34.99,140,38,3.9,0,0,0.2051
cycling,Accessories,2,running,Clothing,29.99,210,60,4.2,0,0,0.2726
running,Accessories,4,running,Accessories,15.99,150,40,3.8,1,1,0.8072
running,Safety,11,skating,Safety,29.99,170,45,4.2,0,1,0.4367
cycling,Safety,13,skating,Footwear,89.99,200,55,4.3,0,0,0.2999
